date,language,type,title,by,overall,quality,repeatability
24-Sep-09,Tamil,movie,Vaathiyaar,"Arjun, Mallika Kapoor",2,2,1
22-Sep-09,Tamil,movie,Nenjil Jil Jil,"Navdeep, Aparna",2,2,1
20-Sep-09,English,fiction,The Lost Symbol,Dan Brown,2,2,1
16-Sep-09,Tamil,movie,Kandasamy,"Vikram, Shriya",2,2,1
01-Sep-09,English,movie,The Majestic,Jim Carrey,3,4,1
30-Aug-09,Tamil,movie,Chatrapathi,Sarath Kumar,2,2,1
08-Aug-09,English,non-fiction,Slack,Tom DeMarco,4,4,2
06-Aug-09,English,movie,V for Vendetta,Natalie Portman,5,5,2
04-Aug-09,English,movie,Ratatouille,"Patton Oswalt, Brad Bird",4,4,2
01-Aug-09,Tamil,movie,Unnai Thedi,"Ajith, Malavika",3,3,2
28-Jul-09,Tamil,movie,Arunachalam,Rajnikanth,3,3,2
25-Jul-09,Tamil,movie,Poo,"Sasi, Srikanth",4,5,1
23-Jul-09,Tamil,movie,Vasool Raja,"Kamal Hassan, Sneha, Prakash Raj, Prabhu",4,3,3
21-Jul-09,Tamil,movie,Mumbai Express,Kamal Hassan,4,3,3
20-Jul-09,Tamil,movie,Vambu Sandai,"Uday Kiran, Sathyaraj",2,2,1
18-Jul-09,Tamil,movie,Kuselan,"Rajnikanth, Pasupathi",3,4,1
16-Jul-09,Tamil,movie,Varnajalam,"Srikanth, Nasser",3,3,1
14-Jul-09,Tamil,movie,Aegan,"Ajith, Nayantara",3,3,1
13-Jul-09,Tamil,movie,Manjal Veyyil,"Prasanna, Sandhya",3,3,2
10-Jul-09,Tamil,movie,Yaavarum Nalam,Madhavan,3,4,2
09-Jul-09,Tamil,movie,Thoranai,"Vishal, Shriya",3,3,1
08-Jul-09,Tamil,movie,Sigamani Ramamani,"Visu, S Ve Sekhar",4,4,2
07-Jul-09,Tamil,movie,Mettukkudi,"Karthik, Nagma",3,3,2
05-Jul-09,English,movie,Watchmen,"Billy Crudup, Malin Akerman",2,2,1
04-Jul-09,English,movie,"No Deposit, No Return",David Niven,3,3,2
04-Jul-09,Tamil,movie,Pammal K Sammandham,"Kamal Hassan, Simran, Abbas, Sneha",3,3,3
02-Jul-09,Tamil,movie,Majaa,"Vikram, Asin",3,3,2
01-Jul-09,Tamil,movie,Guru En Aalu,"Madhavan, Abbas",2,2,2
28-Jun-09,English,movie,The Wrestler,"Mickey Rourke, Marisa Tomei",2,2,1
28-Jun-09,English,movie,Duplicity,"Clive Owen, Julia Roberts",3,3,1
28-Jun-09,Hindi,movie,Dostana,"Abhishek Bachchan, Priyanka Chopra, John Abraham",3,3,2
28-Jun-09,English,movie,Seven Pounds,Will Smith,2,2,1
27-Jun-09,Tamil,movie,Bommalattam,"Bharathi Raja, Nana Patekar, Arjun",4,4,2
23-Jun-09,Hindi,movie,Bhaagam Bagh,"Priyadarshan, Akshay Kumar, Govinda, Paresh Rawal",4,3,2
14-Jun-09,English,movie,Inkheart,"Brendan Fraser, Paul Bettany",4,4,2
14-Jun-09,English,movie,Quantum of Solace,Daniel Craig,2,3,1
14-Jun-09,English,movie,Bedtime Stories,"Adam Sandler, Keri Russell",2,2,2
14-Jun-09,Hindi,movie,Kala Patthar,"Amitabh Bachchan, Shashi Kapoor",3,3,2
11-Jun-09,Tamil,movie,Chandramukhi,"Rajnikanth, Jyothika",4,3,3
10-Jun-09,Tamil,movie,Dhool,"Vikram, Jyothika",3,3,2
09-Jun-09,English,movie,Rocky,Sylvestor Stallone,3,3,1
08-Jun-09,Hindi,movie,Daud,"Ram Gopal Verma, Sanjay Dutt, Urmila Matondkar",3,3,2
07-Jun-09,Tamil,movie,Kodi Parakkudhu,"Rajnikanth, Amala",3,3,1
04-Jun-09,Tamil,movie,Gemini,"Vikram, Kiran",3,3,2
02-Jun-09,Tamil,movie,Saamy,"Vikram, Trisha",4,4,3
30-May-09,English,movie,Star Trek,"J J Abrams, Chris Pine, Zachary Quinto, Leonard Nimoy",4,4,2
29-May-09,Tamil,movie,Newtonin 3am Vidhi,S J Surya,3,3,2
27-May-09,Tamil,movie,Vel,"Surya, Asin",3,3,2
26-May-09,Tamil,movie,Ayan,"Surya, Prabhu, Tamanna",3,3,2
24-May-09,English,movie,An Affair to Remember,"Cary Grant, Deborah Kerr",4,4,2
20-May-09,Telugu,movie,Kshana Kshanam,"Ram Gopal Verma, Venkatesh, Sridevi",3,3,2
18-May-09,English,movie,Star Trek IV: The Voyage Home,"Leonard Nimoy, William Shatner",3,3,2
17-May-09,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4,4,2
16-May-09,Tamil,movie,Urimai Unjaladugiradhu,"Visu, Kasthuri, Ramesh Arvind",3,3,2
11-May-09,Hindi,movie,Kal Ho Na Ho,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta",4,4,3
09-May-09,Hindi,movie,Bheja Fry,"Rajat Kapoor, Vinay Pathak",3,4,1
06-May-09,Tamil,movie,Yaavarum Nalam,Madhavan,3,4,2
02-May-09,English,movie,Where Eagles Dare,"Richard Burton, Clint Eastwood",3,3,2
01-May-09,Tamil,movie,Vidi Velli,"Sivaji Ganesan, Saroja Devi, Ranga Rao",3,3,1
27-Apr-09,English,non-fiction,Almost Perfect,Pete Peterson,3,3,2
25-Apr-09,Tamil,movie,Pandhayam,"Nitin Sathya, Prakash Raj",3,3,2
22-Apr-09,Tamil,movie,Silambattam,"Silambarasan, Prabhu, Sneha",2,2,1
21-Apr-09,English,fiction,The Return of the King,J R R Tolkien,5,5,2
20-Apr-09,English,movie,Laura,"Gene Tierney, Dana Andrews",3,4,1
19-Apr-09,English,movie,The Count of Monte Cristo,,3,3,2
18-Apr-09,English,movie,Stand By Me,"Rob Reiner, Wil Wheaton",4,4,1
17-Apr-09,English,movie,The 39 Steps,"Alfred Hitchcock, Robert Donat",3,3,2
15-Apr-09,Hindi,movie,A Wednesday,"Naseer-ud-din Shah, Anupam Kher",4,4,2
13-Apr-09,Tamil,movie,Padikkadhavan,"Dhanush, Vivek, Tamanna",3,3,2
11-Apr-09,English,movie,Finding Nemo,Andrew Stanton,4,4,2
10-Apr-09,Hindi,movie,Nastik,"Amitabh Bachchan, Hema Malini, Amjad Khan, Pran",2,2,2
09-Apr-09,English,movie,The Lord of the Rings: The Return of the King,Peter Jackson,5,5,2
08-Apr-09,English,fiction,The Two Towers,J R R Tolkien,5,5,2
07-Apr-09,English,movie,The Lord of the Rings: The Two Towers,Peter Jackson,5,5,2
02-Apr-09,Hindi,movie,Ghajini,"Aamir Khan, Asin",3,3,1
01-Apr-09,English,fiction,The Fellowship of the Ring,J R R Tolkien,5,5,2
31-Mar-09,English,movie,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,5,5,2
27-Mar-09,Tamil,movie,Nee Paadhi Naan Paadhi,"Rahman, Gauthami, Vasanth",3,4,1
25-Mar-09,Tamil,movie,April Madhathil,"Srikanth, Sneha",3,3,2
22-Mar-09,Tamil,movie,Aegan,"Ajith, Nayantara",3,3,1
21-Mar-09,English,movie,Hauru no ugoku shiro,Hayao Miyazaki,4,4,2
21-Mar-09,English,movie,Sen to Chihiro no kamikakushi,Hayao Miyazaki,4,4,2
18-Mar-09,English,movie,Hellboy,Guillermo del Torro,3,3,1
17-Mar-09,English,non-fiction,Outliers,Malcolm Gladwell,4,4,2
16-Mar-09,Tamil,movie,Periya Idathu Penn,"MGR, Saroja Devi",3,3,2
15-Mar-09,English,movie,For A Few Dollars More,"Clint Eastwood, Sergio Leone",4,4,2
14-Mar-09,English,movie,Patton,George C Scott,4,4,2
11-Mar-09,English,movie,X-Men: The Last Stand,"Patrick Stewart, Hugh Jackman, Hale Berry",3,3,1
10-Mar-09,Tamil,movie,Vazthugal,"Madhavan, Bhavana",2,2,1
09-Mar-09,English,movie,Drop Zone,Wesley Snipes,3,3,1
09-Mar-09,English,non-fiction,Everything Bad is Good for You,Steven Johnson,3,3,2
08-Mar-09,English,movie,Meet the Parents,"Ben Stiller, Robert De Niro",4,3,2
07-Mar-09,English,movie,Ice Age: The Meltdown,"Ray Romano, John Leguizamo, Dennis Leary",4,4,2
06-Mar-09,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5,4,3
02-Mar-09,English,movie,Die Hard: With a Vengeance,"Bruce Willis, Samuel Jackson, Jeremy Irons",4,4,2
28-Feb-09,English,movie,Die Hard 2,Bruce Willis,4,4,2
27-Feb-09,English,non-fiction,The Starfish and the Spider,"Ori Brafman, Rod A. Beckstrom",3,3,2
25-Feb-09,English,video,"Legend of the Seeker 1,2","Terry Goodkind, Craig Horner, Bridget Regan",2,2,1
22-Feb-09,English,movie,Never Been Kissed,Drew Barrymore,2,2,1
21-Feb-09,English,movie,Paycheck,"Ben Affleck, Uma Thurman",4,4,3
20-Feb-09,English,movie,How To Steal A Million,"Peter O Toole, Audrey Hepburn",4,4,3
18-Feb-09,Tamil,movie,Pokkiri,"Vijay, Asin",4,4,2
15-Feb-09,English,non-fiction,Wordpress Theme Design,Tessa Blakeley Silver,3,3,2
15-Feb-09,Tamil,movie,Sivaji,"Rajnikanth, Vivek",3,3,2
14-Feb-09,English,movie,Midnight Run,Robert De Niro,3,3,2
13-Feb-09,Tamil,movie,Jai,Prashanth,2,2,1
12-Feb-09,English,movie,Waterboy,Adam Sandler,2,2,2
11-Feb-09,Tamil,movie,Jodi,"Prashant, Simran",2,2,1
08-Feb-09,Tamil,movie,Villu,"Vijay, Nayantara, Prakash Raj",2,2,1
07-Feb-09,Tamil,movie,A Aa I Ee,"Navdeep, Monica",2,2,1
05-Feb-09,English,movie,Judgment at Nuremberg,"Spencer Tracy, Burt Lancaster",4,4,2
03-Feb-09,Hindi,movie,Khosla Ka Ghosla,"Anupam Kher, Bomman Irani, Navin Nischol",4,4,2
02-Feb-09,Tamil,movie,Seval,"Hari, Bharath",2,2,1
01-Feb-09,English,movie,Space Cowboys,"Clint Eastwood, Tommy Lee Jones",3,3,2
30-Jan-09,Tamil,movie,Raja,"Ajit, Jyothika",2,2,2
29-Jan-09,Tamil,movie,M Kumaran s/o Mahalakshmi,"Jayam Ravi, Prakash Raj, Asin, Nadia",4,4,2
28-Jan-09,English,movie,Out of Time,"Denzel Washington, Eva Mendes",3,3,1
27-Jan-09,English,movie,The Bourne Supremacy,Matt Damon,3,3,2
26-Jan-09,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",4,4,3
24-Jan-09,English,non-fiction,Getting Started with Arduino,Massimo Banzi,3,3,2
24-Jan-09,English,movie,Private Benjamin,Goldie Hawn,2,3,1
23-Jan-09,English,movie,Rambo,Sylvestor Stallone,3,4,1
22-Jan-09,Hindi,movie,Jab We Met,"Kareena Kapoor, Shahid Kapoor",4,4,2
21-Jan-09,English,movie,Modern Times,Charlie Chaplin,3,3,1
21-Jan-09,English,movie,The Incredible Hulk,"Edward Norton, Liv Tyler",3,3,1
21-Jan-09,English,non-fiction,Information Dashboard Design,Stephen Few,3,3,2
21-Jan-09,English,fiction,The Tales of Beedle the Bard,J K Rowling,3,3,2
20-Jan-09,Tamil,movie,Abhiyum Naanum,"Prakash Raj, Trisha, Aishwarya",4,4,2
19-Jan-09,English,non-fiction,Nudge,"Richard Thaler, Cass Sunstein",4,4,2
18-Jan-09,English,movie,Raging Bull,"Martin Scorcese, Robert De Niro",2,3,1
17-Jan-09,English,movie,Scarface,"Brian De Palma, Al Pacino, Michelle Pfieffer",2,3,1
17-Jan-09,Hindi,movie,Chandni Chowk to China,"Akshay Kumar, Deepika Padukone",2,2,1
16-Jan-09,English,movie,Aliens,Sigourney Weaver,3,4,1
16-Jan-09,English,movie,The Curious Case of Benjamin Button,"Brad Pitt, Cate Blanchett",4,5,1
16-Jan-09,English,movie,Ben-hur,Charlton Heston,3,4,1
15-Jan-09,English,movie,Kung Fu Panda,Dreamworks,4,4,2
15-Jan-09,English,movie,Touch of Evil,"Orson Welles, Charlton Heston",3,3,1
13-Jan-09,English,movie,Fight Club,"Edward Norton, Brad Pitt",4,5,2
13-Jan-09,English,movie,On The Waterfront,"Marlon Brando, Eva Marie Saint",3,4,1
12-Jan-09,Hindi,movie,A Wednesday,"Naseer-ud-din Shah, Anupam Kher",4,4,2
11-Jan-09,Tamil,movie,Poi Solla Porom,"Karthik, Mouli",3,3,2
11-Jan-09,English,movie,Magnolia,"Tom Cruise, Philip Seymour Hoffman",2,2,1
11-Jan-09,English,movie,Sweet Smell of Success,"Tony Curtis, Burt Lancaster",3,4,1
11-Jan-09,English,movie,Slumdog Millionaire,Danny Boyle,4,5,2
10-Jan-09,English,movie,The Great Dictator,Charlie Chaplin,3,4,1
10-Jan-09,English,movie,The Kid,Charlie Chaplin,3,3,2
10-Jan-09,English,movie,Rebecca,"Alfred Hitchcock, Laurence Olivier, Joan Fontaine",4,4,1
10-Jan-09,English,movie,Double Indemnity,Billy Wilder,3,4,1
09-Jan-09,English,movie,Taken,Liam Neeson,4,4,2
08-Jan-09,Tamil,movie,Nandhaa,Surya,4,4,1
07-Jan-09,Tamil,movie,Dum,"Silambarasan, Rakshita",2,2,1
06-Jan-09,English,movie,Gran Torino,Clint Eastwood,4,5,1
06-Jan-09,English,movie,Shadow of a Doubt,Alfred Hitchcock,4,5,1
06-Jan-09,English,movie,The Lady Vanishes,Alfred Hitchcock,4,4,2
06-Jan-09,English,movie,Full Metal Jacket,Stanley Kubrick,3,4,1
05-Jan-09,English,fiction,Crown Duel,Sherwood Smith,3,3,1
04-Jan-09,Hindi,movie,Rab Ne Bana Di Jodi,Shah Rukh Khan,3,3,2
03-Jan-09,English,movie,Milk,"Gus van Sant, Sean Penn",3,4,1
03-Jan-09,Tamil,movie,Rasukutty,"K Bhagyaraj, Aishwarya",4,3,3
02-Jan-09,English,fiction,Noughts and Crosses,Malorie Blackman,4,5,2
01-Jan-09,English,movie,Wall-E,Andrew Stanton,3,3,1
01-Jan-09,English,movie,Dial M for Murder,"Alfred Hitchcock, Grace Kelly",4,4,2
01-Jan-09,English,movie,Rio Bravo,"Howard Hawks, John Wayne",3,3,2
01-Jan-09,English,movie,Hancock,Will Smith,2,2,1
01-Jan-09,English,movie,City of Ember,,2,3,1
22-Dec-08,Tamil,movie,Chennai 600 028,Venkat Prabhu,3,3,2
19-Dec-08,Tamil,movie,Vaaranam Aayiram,"Surya, Simran, Sameera Reddy",4,4,2
25-Nov-08,English,fiction,Percy Jackson and the Battle of the Labyrinth,,3,3,2
20-Nov-08,Hindi,movie,Being Cyrus,"Saif Ali Khan, Naseer-ud-din Shah",4,4,1
20-Nov-08,Tamil,movie,Jeyam Konden,"Vinay, Bhavana, Lekha",3,3,2
15-Nov-08,Tamil,movie,Saroja,"Venkat Prabhu, S P Charan, Prakash Raj",4,4,2
12-Nov-08,English,fiction,The Magician,Michael Scott,3,3,2
11-Nov-08,English,fiction,The Alchemyst,Michael Scott,3,3,2
10-Nov-08,English,fiction,Artemis Fowl and the Time Paradox,Eoin Colfer,3,3,2
09-Nov-08,English,movie,Hackers,Angelina Jolie,3,3,1
08-Nov-08,English,movie,A Perfect World,"Clint Eastwood, Kevin Costner",4,5,2
07-Nov-08,English,movie,Die Hard 4.0,Bruce Willis,4,3,2
06-Nov-08,Tamil,movie,Dum Dum Dum,"Madhavan, Jyothika",4,3,3
31-Oct-08,English,movie,"Definitely, Maybe",,2,3,1
31-Oct-08,Tamil,movie,Thiruda Thirudi,Dhanush,4,3,2
31-Oct-08,English,movie,A Knight's Tale,Heath Ledger,4,4,3
31-Oct-08,Tamil,movie,Chanakya,"Sarath Kumar, Namitha",3,3,2
30-Oct-08,English,movie,Rocky Balboa,Sylvestor Stallone,3,3,1
27-Oct-08,English,movie,Escape from Alcatraz,Clint Eastwood,3,4,1
22-Oct-08,Hindi,movie,Singh is King,"Akshay Kumar, Katrina Kaif",2,2,2
20-Oct-08,English,fiction,Brisingr,Christopher Paolini,3,2,2
18-Oct-08,Tamil,movie,Dham Dhoom,"Jayam Ravi, Lakshmi Rai",2,2,1
14-Oct-08,Tamil,movie,Missiamma,"Gemini, Savithri",4,4,2
13-Oct-08,Tamil,movie,Mayavi,"Surya, Jyothika",3,3,2
10-Oct-08,English,movie,S1m0ne,Al Pacino,3,3,2
18-Sep-08,Tamil,movie,Sathyam,"Vishal, Nayantara",2,2,1
12-Sep-08,Tamil,movie,Kuselan,"Rajnikanth, Pasupathi",3,4,1
01-Sep-08,Hindi,movie,Sarkar Raj,"Abhishek Bachchan, Amitabh Bachchan, Aishwarya Rai",3,3,1
30-Aug-08,Hindi,movie,Mere Baap Pehle Aap,"Akshay Khanna, Genelia",4,4,2
28-Aug-08,English,non-fiction,The Visual Display of Quantitative Information,Edward Tufte,3,3,2
21-Aug-08,English,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,5,4,3
20-Aug-08,Tamil,movie,Naan Mahaan Alla,"Rajnikanth, Radha",2,2,1
19-Aug-08,Tamil,movie,Yaaradi Nee Mohini,"Dhanush, Nayantara",3,3,2
18-Aug-08,Tamil,movie,Chokka Thangam,"Vijaykanth, Prakash Raj, Soundarya",3,2,2
17-Aug-08,Tamil,movie,Piriyadha Varam Vendum,"Prashanth, Shalini",2,2,2
16-Aug-08,English,movie,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,4,4,2
16-Aug-08,Tamil,movie,Kodi Parakkudhu,"Rajnikanth, Amala",3,3,1
16-Aug-08,English,non-fiction,Predictably Irrational,Dan Ariely,4,4,2
31-Jul-08,Tamil,movie,Thiruda Thirudi,Dhanush,4,3,2
31-Jul-08,Tamil,movie,Indran Chandran,"Kamal Hassan, Vijayshanti",3,3,2
30-Jul-08,English,movie,The Dark Knight,"Christopher Nolan, Christian Bale, Michael Caine",5,5,2
29-Jul-08,Tamil,movie,Sachin,"Vijay, Genelia",4,3,3
27-Jul-08,English,movie,21,Kevin Spacey,3,4,2
26-Jul-08,English,movie,Blast from the Past,"Brendan Fraser, Alicia Silverstone",3,3,2
20-Jul-08,English,movie,Beowulf,Robert Zemeckis,3,3,1
20-Jul-08,English,movie,What's Eating Gilbert Grape,"Johnny Depp, Leonardo DiCaprio",3,4,1
20-Jul-08,English,fiction,Separation of Power,Vince Flynn,2,2,1
19-Jul-08,English,movie,The Last Mimzy,Robert Shaye,4,4,2
19-Jul-08,English,movie,Dragnet,"Dan Ackroyd, Tom Hanks",3,3,2
19-Jul-08,English,movie,Michael Clayton,George Clooney,4,4,1
18-Jul-08,English,movie,The Spanish Prisoner,"David Mamet, Steve Martin",4,4,1
16-Jul-08,English,movie,Sweeney Todd: The Demon Barber of Fleet Street,"Tim Burton, Johnny Depp",3,4,1
15-Jul-08,English,movie,The Namesake,"Mira Nair, Tabu",4,5,1
14-Jul-08,English,movie,Before the Devil Knows You're Dead,"Ethan Hawke, Philip Seymour Hoffman",3,4,1
13-Jul-08,English,movie,Bachelor Party,Tom Hanks,2,2,1
13-Jul-08,English,movie,The Spiderwick Chronicles,,3,4,2
13-Jul-08,English,movie,Vantage Point,Dennis Quaid,4,4,2
13-Jul-08,English,movie,National Treasure: Book of Secrets,Nicholas Cage,3,2,2
13-Jul-08,English,movie,Charlie Wilson's War,"Tom Hanks, Philip Seymour Hoffman",3,3,1
12-Jul-08,Tamil,movie,Poomagal Urvalam,"Prashanth, Rambha",3,3,2
09-Jul-08,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4,4,2
05-Jul-08,Hindi,movie,One Two Three,"Sunil Shetty, Paresh Rawal",3,3,2
02-Jul-08,Hindi,movie,Calcutta Mail,"Anil Kapoor, Sayaji Shinde",4,4,2
01-Jul-08,English,movie,Twins,"Arnold Schwarzenneger, Danny DeVito",4,4,2
01-Jul-08,English,non-fiction,The Last Lecture,Randy Pausch,4,4,2
30-Jun-08,English,movie,The Running Man,Arnold Schwarzenneger,3,3,2
29-Jun-08,English,movie,Peggy Sue Got Married,"Kathleen Turner, Nicholas Cage",2,2,1
28-Jun-08,Tamil,movie,Uzhappali,"Rajnikanth, Roja",3,3,2
27-Jun-08,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4,4,2
25-Jun-08,English,non-fiction,Don't Make Me Think,Steve Krug,4,4,2
21-Jun-08,Tamil,movie,Virumbugiren,"Prashant, Sneha",2,2,1
20-Jun-08,Hindi,movie,Race,"Anil Kapoor, Saif Ali Khan, Akshay Khanna",3,3,1
20-Jun-08,English,fiction,A Prisoner of Birth,Jeffrey Archer,3,4,2
19-Jun-08,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4,4,3
16-Jun-08,English,non-fiction,The Laws of Simplicity,John Maeda,2,2,1
16-Jun-08,Tamil,movie,Anubavi Raja Anubavi,"K Balachandar, Nagesh",4,4,3
13-Jun-08,English,non-fiction,Non-Designer's Design Book,Robin Williams,3,3,1
12-Jun-08,English,fiction,Transfer of Power,Vince Flynn,2,2,1
10-Jun-08,Hindi,movie,Dil Hai Ki Maanta Nahin,"Aamir Khan, Pooja Bhat",3,3,2
10-Jun-08,English,non-fiction,When Genius Failed,Roger Lowenstein,4,4,2
07-Jun-08,Tamil,movie,Something Something Unakkum Enakkum,"Jayam Ravi, Trisha",4,4,2
02-Jun-08,English,non-fiction,Quirkology,Richard Wiseman,4,4,2
01-Jun-08,English,movie,18 Again!,George Burns,3,3,2
31-May-08,Tamil,movie,Sathya,Prithviraj,2,2,1
30-May-08,Hindi,movie,Angur,"Sanjeev Kumar, Devan Verma",4,4,2
30-May-08,English,fiction,Artemis Fowl and the Lost Colony,Eoin Colfer,3,3,2
29-May-08,English,movie,A Walk in the Clouds,"Keanu Reeves, Anthony Quinn",3,3,2
18-May-08,Tamil,movie,Bheema,"Vikram, Prakash Raj",3,4,1
17-May-08,Tamil,movie,Kaalai,"Silambarasan, Vedhika",2,2,1
14-May-08,English,non-fiction,Mastery,George Leonard,4,5,2
13-May-08,Tamil,movie,Unakkaga Ellam Unakkaga,"Karthik, Goundamani, Rambha",2,2,2
13-May-08,English,non-fiction,Made to Stick,Chip Heath and Dan Heath,4,4,2
12-May-08,Tamil,movie,Kuruvi,"Vijay, Trisha",2,2,1
12-May-08,English,movie,13 Going on 30,Jennifer Garner,2,3,2
10-May-08,English,fiction,P.S. I Love You,Cecelia Ahern,3,4,1
09-May-08,English,fiction,Code to Zero,Ken Follett,3,3,1
08-May-08,Tamil,movie,Manasellam,"Srikanth, Trisha",3,3,1
07-May-08,English,movie,Leap of Faith,"Steve Martin, Debra Winger, Liam Neeson",4,4,2
06-May-08,English,movie,Serendipity,John Cusack,3,3,2
05-May-08,English,movie,Dr. Dolittle: Tail to the Chief,,2,3,1
04-May-08,Tamil,movie,Arai En 305il Kadavul,Prakash Raj,3,4,2
01-May-08,Tamil,movie,Five Star,"Prasanna, Kanika",3,4,2
27-Apr-08,English,movie,The Manchurian Candidate,Frank Sinatra,3,3,1
26-Apr-08,English,movie,Garden State,,3,4,1
26-Apr-08,English,movie,Bewitched,"Nicole Kidman, Will Ferrell",3,3,1
25-Apr-08,English,movie,Roxanne,"Steve Martin, Daryl Hannah",4,4,3
23-Apr-08,Tamil,movie,Inba,"Shaam, Sneha",2,2,1
20-Apr-08,Tamil,movie,Santhosh Subramanian,"Jayam Ravi, Prakash Raj, Genelia",3,4,2
19-Apr-08,Tamil,movie,Yaaradi Nee Mohini,"Dhanush, Nayantara",3,3,2
16-Apr-08,English,movie,French Kiss,"Kevin Kline, Meg Ryan",2,2,2
14-Apr-08,Tamil,movie,Vellithirai,"Prithviraj, Prakash Raj, Gopika",4,4,2
12-Apr-08,English,movie,Daredevil,"Ben Affleck, Colin Farrell",3,2,2
09-Apr-08,English,movie,Along Came Polly,"Ben Stiller, Jennifer Anniston",3,3,2
07-Apr-08,Tamil,movie,Vazthugal,"Madhavan, Bhavana",2,2,1
06-Apr-08,English,movie,No Country for Old Men,Tommy Lee Jones,3,3,1
05-Apr-08,Tamil,movie,Kannum Kannum,"Prasanna, Udayatara",2,3,1
03-Apr-08,Tamil,movie,Sila Nerangalil,"Vincent Ashokan, Navya Nair",2,2,1
02-Apr-08,Hindi,movie,Johnny Gaddaar,Dharmendra,3,4,2
01-Apr-08,Tamil,movie,Vaitheeswaran,Sarath Kumar,3,3,1
30-Apr-08,English,movie,Office Space,,3,3,2
29-Mar-08,Tamil,movie,Thoondil,"Shyam, Sandhya",2,2,1
28-Mar-08,Hindi,movie,Kal Ho Na Ho,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta",4,4,3
27-Mar-08,Tamil,movie,Vetri Kodi Kattu,"Parthiban, Murali",2,2,2
26-Mar-08,Hindi,movie,Main Hoon Na,Shah Rukh Khan,2,2,2
24-Mar-08,Tamil,movie,Vel,"Surya, Asin",3,3,2
24-Mar-08,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3,3,2
15-Mar-08,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4,4,3
14-Mar-08,English,movie,The Golden Compass,,3,3,2
10-Mar-08,Tamil,movie,Anandha Poongatre,"Ajit, Meena, Karthik, Malavika",3,3,2
07-Mar-08,English,movie,Sleuth,"Laurence Olivier, Michael Caine",4,4,2
07-Mar-08,English,movie,Hostage,Bruce Willis,3,3,2
06-Mar-08,Tamil,movie,Anjadhe,"Naren, Prasanna, Mysskin",4,4,2
03-Mar-08,Tamil,movie,Unnai Ninaithu,"Surya, Sneha, Laila",3,2,2
03-Mar-08,English,movie,Enchanted,,3,2,1
28-Feb-08,Tamil,movie,Sadhu Mirandal,"Prasanna, Abbas, Kavya Madhavan",3,3,2
24-Feb-08,Tamil,movie,Pazhani,"Bharath, Khushbu",3,3,2
24-Feb-08,Tamil,movie,Samurai,Vikram,2,2,1
23-Feb-08,Tamil,movie,Kaalai,"Silambarasan, Vedhika",2,2,1
23-Feb-08,Tamil,movie,Indhiralogathil Na Azhagappan,Vadivelu,2,2,1
22-Feb-08,English,movie,Bee Movie,,3,3,2
22-Feb-08,Tamil,movie,Bheema,"Vikram, Prakash Raj",3,4,1
12-Feb-08,Tamil,movie,Naam Iruvar Namakkoruvar,"Prabhudeva, Meena",3,3,2
08-Feb-08,Tamil,movie,Namma Veettu Kalyanam,"Murali, Meena, Vivek, Vadivelu",2,2,1
04-Feb-08,English,movie,A Life Less Ordinary,"Ewan McGregor, Cameron Diaz",3,3,2
31-Jan-08,Hindi,movie,Welcome,"Anil Kapoor, Nana Patekar, Paresh Rawal",3,3,2
27-Jan-08,English,movie,The Lookout,,2,3,1
23-Jan-08,English,movie,I Am Legend,Will Smith,3,4,1
19-Jan-08,Hindi,movie,Aaja Nachle,"Madhuri Dixit, Akshay Kanna",4,4,2
15-Jan-08,English,movie,3:10 to Yuma,"Russell Crowe, Christian Bale",4,5,2
11-Jan-08,Tamil,movie,Kannamoochi Yenada,"Prithviraj, Sathyaraj",4,4,2
08-Jan-08,English,non-fiction,Peopleware,Tom DeMarco,5,5,2
07-Jan-08,Tamil,movie,Evano Oruvan,Madhavan,3,4,1
03-Jan-08,English,movie,Stardust,,4,5,3
30-Dec-07,Hindi,movie,Taare Zameen Pe,Aamir Khan,5,5,2
30-Dec-07,Tamil,movie,Oram Po,"Arya, Pooja",4,4,2
30-Dec-07,Tamil,movie,Pori,Jeeva,3,3,2
26-Dec-07,English,movie,Shoot 'em Up,Clive Owen,3,3,2
25-Dec-07,English,movie,Pan's Labyrinth,Guillermo del Torro,4,5,1
22-Dec-07,Hindi,movie,Chak De India,Shah Rukh Khan,4,4,2
22-Dec-07,Tamil,movie,Michael Madana Kamarajan,"Kamal Hassan, Singeetam Srinivasa Rao",5,4,3
19-Dec-07,Hindi,movie,Om Shanti Om,"Shah Rukh Khan, Deepika Padukone",3,2,2
